index,reviewerName,product,reviewText,overall,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
966,Jon H,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2014-02-23,288,0,0,0,0,0.0,0.0
967,S. Gin,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2014-07-07,154,0,0,0,0,0.0,0.0
968,Daniel R. Escobar,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-04-18,599,0,0,0,0,0.0,0.0
969,PayPal Customer,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2012-08-25,835,2,0,2,2,1.0,0.3423802275066531
970,Nate,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2014-01-23,319,0,0,0,0,0.0,0.0
971,sammy,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2012-12-28,710,0,0,0,0,0.0,0.0
972,"PhotogDog ""KMW""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2014-05-21,201,0,0,0,0,0.0,0.0
973,Barbara M.,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-01-13,329,0,0,0,0,0.0,0.0
974,HTfreak,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-05-22,565,0,0,0,0,0.0,0.0
975,DJ,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2014-02-27,284,0,0,0,0,0.0,0.0
976,"S. C. Shevchik ""Shelfly""",Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-08-25,470,0,0,0,0,0.0,0.0
977,PurplePanda,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-05-19,568,0,0,0,0,0.0,0.0
978,Andre Harrison,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",1.0,2013-08-13,482,1,1,2,0,0.5,0.0945312057342307
979,AtlantaNative,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2012-12-30,708,0,0,0,0,0.0,0.0
980,"Johnny ""Online Surfer""",PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-01-22,320,0,0,0,0,0.0,0.0
981,"Amazon Customer ""FOTOWAG""",Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-12-14,359,0,0,0,0,0.0,0.0
982,PayPal Customer,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-03-08,640,0,0,0,0,0.0,0.0
983,Nick Wilson,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-12-20,353,0,0,0,0,0.0,0.0
984,Andy B,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-04-22,230,0,0,0,0,0.0,0.0
985,Craig A,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-06-20,536,0,0,0,0,0.0,0.0
986,Karl Carpenter,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-07-01,525,1,0,1,1,1.0,0.2065493143772374
987,ML,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",4.0,2012-12-17,721,0,0,0,0,0.0,0.0
988,L. Wong,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",3.0,2013-02-13,663,0,0,0,0,0.0,0.0
989,P.T.,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",4.0,2014-07-07,154,0,0,0,0,0.0,0.0
990,PayPal Customer,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2012-08-23,837,1,0,1,1,1.0,0.2065493143772374
991,Steve,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-12-04,369,0,0,0,0,0.0,0.0
992,L. Jones,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-11-19,384,0,0,0,0,0.0,0.0
993,Ronald W. Springer,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-05-03,584,0,0,0,0,0.0,0.0
994,Christopher D. Sanders,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-02-01,310,0,0,0,0,0.0,0.0
995,Alzain,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2013-12-21,352,0,0,0,0,0.0,0.0
996,"Pulpit Pounding Political Pundit ""Peppy""",PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",3.0,2013-10-26,408,0,0,0,0,0.0,0.0
997,zht,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2012-12-28,710,0,0,0,0,0.0,0.0
998,Sly Dawg,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2014-03-07,276,0,0,0,0,0.0,0.0
999,"Stephen Mclean ""Stephen""",PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-06-02,554,0,0,0,0,0.0,0.0
